player_name,player_id,season,injury,from,until,days_missed,games_missed,age,dob,nationality_id,nationality_name,club_name,league_id,league_name,overall,value_eur,wage_eur,height_cm,weight_kg,club_position,fifa_update_date,short_name,long_name,combined_name,preferred_foot,work_rate,body_type,pace,month,injury_category,position_category
Murat Paluli,288858,22/23,unknown injury,2022-11-05,2022-11-26,21,2,27,1994-08-09,48,Turkey,Sivasspor,68,Super Lig,66,825000,5000,175,69,RB,2022-09-01,M. Paluli,Murat Paluli,Murat Paluli,Right,Medium/Medium,Normal (170-185),71,Nov,unknown injuries,defenders
Oleksandr Zubkov,289075,22/23,unknown injury,2023-03-16,2023-04-24,39,7,25,1996-08-03,49,Ukraine,Shakhtar Donetsk,332,Premier League,72,2800000,800,182,71,RM,2022-09-01,O. Zubkov,Oleksandr Zubkov,Oleksandr Zubkov,Left,High/Medium,Normal (170-185),83,Mar,unknown injuries,midfielders
Oleksandr Zubkov,289075,22/23,Hip injury,2022-10-29,2022-11-30,32,7,25,1996-08-03,49,Ukraine,Shakhtar Donetsk,332,Premier League,72,2800000,800,182,71,RM,2022-09-01,O. Zubkov,Oleksandr Zubkov,Oleksandr Zubkov,Left,High/Medium,Normal (170-185),83,Oct,miscellaneous,midfielders
Oleksandr Zubkov,289075,22/23,unknown injury,2022-08-19,2022-08-25,6,1,25,1996-08-03,49,Ukraine,Shakhtar Donetsk,332,Premier League,72,2800000,800,182,71,RM,2022-09-01,O. Zubkov,Oleksandr Zubkov,Oleksandr Zubkov,Left,High/Medium,Normal (170-185),83,Aug,unknown injuries,midfielders
Borna Sosa,293194,22/23,infection,2023-05-20,2023-05-23,3,1,24,1998-01-21,10,Croatia,VfB Stuttgart,19,Bundesliga,78,20000000,22000,187,79,LM,2022-09-01,B. Sosa,Borna Sosa,Borna Sosa,Left,High/Low,Lean (185+),79,May,illnesses and infections,midfielders
Borna Sosa,293194,22/23,muscular problems,2023-03-30,2023-04-03,4,1,24,1998-01-21,10,Croatia,VfB Stuttgart,19,Bundesliga,78,20000000,22000,187,79,LM,2022-09-01,B. Sosa,Borna Sosa,Borna Sosa,Left,High/Low,Lean (185+),79,Mar,muscle injuries,midfielders
Borna Sosa,293194,22/23,Adductor pain,2023-01-05,2023-02-03,29,4,24,1998-01-21,10,Croatia,VfB Stuttgart,19,Bundesliga,78,20000000,22000,187,79,LM,2022-09-01,B. Sosa,Borna Sosa,Borna Sosa,Left,High/Low,Lean (185+),79,Jan,muscle injuries,midfielders
Borna Sosa,293194,22/23,Fever,2022-12-03,2022-12-06,3,1,24,1998-01-21,10,Croatia,VfB Stuttgart,19,Bundesliga,78,20000000,22000,187,79,LM,2022-09-01,B. Sosa,Borna Sosa,Borna Sosa,Left,High/Low,Lean (185+),79,Dec,illnesses and infections,midfielders
Borna Sosa,293194,22/23,muscular problems,2022-11-10,2022-11-15,5,1,24,1998-01-21,10,Croatia,VfB Stuttgart,19,Bundesliga,78,20000000,22000,187,79,LM,2022-09-01,B. Sosa,Borna Sosa,Borna Sosa,Left,High/Low,Lean (185+),79,Nov,muscle injuries,midfielders
Borna Sosa,293194,22/23,cold,2022-09-26,2022-10-06,10,1,24,1998-01-21,10,Croatia,VfB Stuttgart,19,Bundesliga,78,20000000,22000,187,79,LM,2022-09-01,B. Sosa,Borna Sosa,Borna Sosa,Left,High/Low,Lean (185+),79,Sep,illnesses and infections,midfielders
Borna Sosa,293194,22/23,Adductor pain,2022-07-07,2022-08-11,35,2,24,1998-01-21,10,Croatia,VfB Stuttgart,19,Bundesliga,78,20000000,22000,187,79,LM,2022-09-01,B. Sosa,Borna Sosa,Borna Sosa,Left,High/Low,Lean (185+),79,Jul,muscle injuries,midfielders
Onur Ergun,293998,22/23,unknown injury,2023-04-01,2023-04-05,4,1,29,1992-11-15,48,Turkey,Hatayspor,68,Super Lig,68,1000000,6000,185,77,RCM,2022-09-01,O. Ergün,Onur Ergün,Onur Ergün,Right,Medium/Medium,Normal (185+),57,Apr,unknown injuries,midfielders
Lukas Nmecha,314288,22/23,Knee problems,2023-03-16,2023-06-01,77,10,23,1998-12-14,21,Germany,VfL Wolfsburg,19,Bundesliga,78,21500000,44000,185,80,ST,2022-09-01,L. Nmecha,Lukas Nmecha,Lukas Nmecha,Right,Medium/Low,Stocky (185+),82,Mar,joint and ligament injuries,forwards
Lukas Nmecha,314288,22/23,Patellar tendon tear,2022-11-09,2023-02-01,84,5,23,1998-12-14,21,Germany,VfL Wolfsburg,19,Bundesliga,78,21500000,44000,185,80,ST,2022-09-01,L. Nmecha,Lukas Nmecha,Lukas Nmecha,Right,Medium/Low,Stocky (185+),82,Nov,muscle injuries,forwards
Lukas Nmecha,314288,22/23,Knee problems,2022-09-24,2022-10-06,12,2,23,1998-12-14,21,Germany,VfL Wolfsburg,19,Bundesliga,78,21500000,44000,185,80,ST,2022-09-01,L. Nmecha,Lukas Nmecha,Lukas Nmecha,Right,Medium/Low,Stocky (185+),82,Sep,joint and ligament injuries,forwards
Marcel Halstenberg,70243,22/23,influenza,2022-10-17,2022-10-27,10,3,30,1991-09-27,21,Germany,RB Leipzig,19,Bundesliga,78,11500000,46000,188,87,SUB,2022-09-01,M. Halstenberg,Marcel Halstenberg,Marcel Halstenberg,Left,High/Medium,Normal (185+),63,Oct,illnesses and infections,other
Marcel Halstenberg,70243,22/23,strain,2022-10-10,2022-10-13,3,1,30,1991-09-27,21,Germany,RB Leipzig,19,Bundesliga,78,11500000,46000,188,87,SUB,2022-09-01,M. Halstenberg,Marcel Halstenberg,Marcel Halstenberg,Left,High/Medium,Normal (185+),63,Oct,muscle injuries,other
Marcel Halstenberg,70243,22/23,Back problems,2022-09-15,2022-09-26,11,1,30,1991-09-27,21,Germany,RB Leipzig,19,Bundesliga,78,11500000,46000,188,87,SUB,2022-09-01,M. Halstenberg,Marcel Halstenberg,Marcel Halstenberg,Left,High/Medium,Normal (185+),63,Sep,back injuries,other
Simon Zoller,79967,22/23,Hamstring injury,2023-02-18,2023-03-30,40,5,31,1991-06-26,21,Germany,VfL Bochum 1848,19,Bundesliga,73,2600000,22000,179,70,RW,2022-09-01,S. Zoller,Simon Zoller,Simon Zoller,Right,High/High,Lean (170-185),71,Feb,muscle injuries,forwards
Simon Zoller,79967,22/23,muscular problems,2022-10-17,2022-10-27,10,2,31,1991-06-26,21,Germany,VfL Bochum 1848,19,Bundesliga,73,2600000,22000,179,70,RW,2022-09-01,S. Zoller,Simon Zoller,Simon Zoller,Right,High/High,Lean (170-185),71,Oct,muscle injuries,forwards
Gokhan Tore,82130,22/23,pneumonia,2023-05-03,2023-05-05,2,1,30,1992-01-20,48,Turkey,Adana Demirspor,68,Super Lig,68,1200000,9000,176,70,SUB,2022-09-26,G. Töre,Gökhan Töre,Gökhan Töre,Left,Medium/Low,Stocky (170-185),75,May,illnesses and infections,other
Jeffrey Bruma,88721,22/23,unknown injury,2023-03-16,2023-03-25,9,1,30,1991-11-13,34,Netherlands,Kasımpaşa,68,Super Lig,71,1500000,9000,190,88,RCB,2022-09-01,J. Bruma,Jeffrey Bruma,Jeffrey Bruma,Right,Medium/Medium,Normal (185+),58,Mar,unknown injuries,defenders
Jeffrey Bruma,88721,22/23,unknown injury,2022-08-08,2022-08-22,14,3,30,1991-11-13,34,Netherlands,Kasımpaşa,68,Super Lig,71,1500000,9000,190,88,RCB,2022-09-01,J. Bruma,Jeffrey Bruma,Jeffrey Bruma,Right,Medium/Medium,Normal (185+),58,Aug,unknown injuries,defenders
Charles Aranguiz,89701,22/23,Adductor pain,2023-06-09,2023-06-26,17,6,33,1989-04-17,55,Chile,Bayer 04 Leverkusen,19,Bundesliga,80,10500000,53000,171,68,SUB,2022-09-01,C. Aránguiz,Charles Mariano Aránguiz Sandoval,Charles Aránguiz,Right,Medium/High,Lean (170-185),46,Jun,muscle injuries,other
Charles Aranguiz,89701,22/23,Fitness,2023-05-13,2023-06-05,23,7,33,1989-04-17,55,Chile,Bayer 04 Leverkusen,19,Bundesliga,80,10500000,53000,171,68,SUB,2022-09-01,C. Aránguiz,Charles Mariano Aránguiz Sandoval,Charles Aránguiz,Right,Medium/High,Lean (170-185),46,May,rest and fitness,other
Charles Aranguiz,89701,22/23,Calf injury,2022-10-20,2023-05-12,204,18,33,1989-04-17,55,Chile,Bayer 04 Leverkusen,19,Bundesliga,80,10500000,53000,171,68,SUB,2022-09-01,C. Aránguiz,Charles Mariano Aránguiz Sandoval,Charles Aránguiz,Right,Medium/High,Lean (170-185),46,Oct,muscle injuries,other
Charles Aranguiz,89701,22/23,muscular problems,2022-08-22,2022-08-25,3,NA,33,1989-04-17,55,Chile,Bayer 04 Leverkusen,19,Bundesliga,80,10500000,53000,171,68,SUB,2022-09-01,C. Aránguiz,Charles Mariano Aránguiz Sandoval,Charles Aránguiz,Right,Medium/High,Lean (170-185),46,Aug,muscle injuries,other
Robin Knoche,94201,22/23,infection,2023-05-18,2023-05-23,5,1,30,1992-05-22,21,Germany,FC Union Berlin,19,Bundesliga,76,6000000,27000,190,77,CB,2022-09-01,R. Knoche,Robin Knoche,Robin Knoche,Right,Medium/Medium,Lean (185+),51,May,illnesses and infections,defenders
Emil Forsberg,111078,22/23,infection,2023-04-12,2023-04-18,6,1,30,1991-10-23,46,Sweden,RB Leipzig,19,Bundesliga,81,25000000,62000,177,76,SUB,2022-09-01,E. Forsberg,Emil Peter Forsberg,Emil Forsberg,Right,Medium/Medium,Normal (170-185),71,Apr,illnesses and infections,other
Neeskens Kebano,111422,22/23,Achilles tendon rupture,2022-11-01,2023-04-21,171,27,30,1992-03-10,110,Congo DR,Fulham,13,Premier League,73,2900000,41000,170,65,RM,2022-09-01,N. Kebano,Neeskens Kebano,Neeskens Kebano,Right,Medium/Medium,Normal (170-),79,Nov,joint and ligament injuries,midfielders
Neeskens Kebano,111422,22/23,minor knock,2022-08-18,2022-08-29,11,3,30,1992-03-10,110,Congo DR,Fulham,13,Premier League,73,2900000,41000,170,65,RM,2022-09-01,N. Kebano,Neeskens Kebano,Neeskens Kebano,Right,Medium/Medium,Normal (170-),79,Aug,bruises and contusions,midfielders
Manolo Gabbiadini,112343,22/23,Back problems,2023-01-25,2023-01-28,3,1,30,1991-11-26,27,Italy,Sampdoria,31,Serie A,75,5500000,21000,186,75,RES,2022-09-01,M. Gabbiadini,Manolo Gabbiadini,Manolo Gabbiadini,Left,Medium/Low,Normal (185+),65,Jan,back injuries,other
Manolo Gabbiadini,112343,22/23,Muscle fatigue,2023-01-08,2023-01-16,8,3,30,1991-11-26,27,Italy,Sampdoria,31,Serie A,75,5500000,21000,186,75,RES,2022-09-01,M. Gabbiadini,Manolo Gabbiadini,Manolo Gabbiadini,Left,Medium/Low,Normal (185+),65,Jan,muscle injuries,other
Karim Onisiwo,119234,22/23,Knee problems,2023-02-23,2023-03-10,15,2,30,1992-03-17,4,Austria,FSV Mainz 05,19,Bundesliga,74,4100000,26000,188,88,RS,2022-09-01,K. Onisiwo,Karim Onisiwo,Karim Onisiwo,Right,High/High,Normal (185+),80,Feb,joint and ligament injuries,forwards
Karim Onisiwo,119234,22/23,Foot injury,2022-11-14,2022-11-30,16,2,30,1992-03-17,4,Austria,FSV Mainz 05,19,Bundesliga,74,4100000,26000,188,88,RS,2022-09-01,K. Onisiwo,Karim Onisiwo,Karim Onisiwo,Right,High/High,Normal (185+),80,Nov,miscellaneous,forwards
Cristian Gamboa,121686,22/23,Knee medial ligament tear,2023-01-19,2023-03-24,64,11,32,1989-10-24,72,Costa Rica,VfL Bochum 1848,19,Bundesliga,74,2900000,20000,175,70,RB,2022-09-01,C. Gamboa,Cristian Esteban Gamboa Luna,Cristian Gamboa,Right,High/Medium,Normal (170-185),88,Jan,muscle injuries,defenders
Zouhair Feddal,129386,22/23,unknown injury,2023-03-12,2023-04-05,24,3,32,1989-12-23,129,Morocco,Real Valladolid,53,La Liga,77,7000000,22000,191,85,SUB,2022-09-26,Z. Feddal,Zouhair Feddal Agharbi,Zouhair Feddal,Left,Medium/Medium,Normal (185+),60,Mar,unknown injuries,other
Martin Boyle,140554,22/23,Knee surgery,2022-11-22,2023-05-31,190,23,29,1993-04-25,195,Australia,Hibernian,50,Premiership,71,1900000,7000,172,70,RM,2022-09-01,M. Boyle,Martin Callie Boyle,Martin Boyle,Right,High/Medium,Lean (170-185),92,Nov,surgeries,midfielders
Martin Boyle,140554,22/23,Knee problems,2022-10-27,2022-11-22,26,4,29,1993-04-25,195,Australia,Hibernian,50,Premiership,71,1900000,7000,172,70,RM,2022-09-01,M. Boyle,Martin Callie Boyle,Martin Boyle,Right,High/Medium,Lean (170-185),92,Oct,joint and ligament injuries,midfielders
Terence Kongolo,152651,22/23,unknown injury,2023-04-03,2023-05-23,50,7,28,1994-02-14,34,Netherlands,Fulham,13,Premier League,69,1300000,23000,188,70,RES,2022-09-01,T. Kongolo,Terence Kongolo,Terence Kongolo,Left,Medium/Medium,Lean (185+),60,Apr,unknown injuries,other
Sardar Azmoun,180337,22/23,Torn muscle fiber,2022-10-06,2022-11-15,40,10,27,1995-01-01,161,Iran,Bayer 04 Leverkusen,19,Bundesliga,80,24500000,63000,186,78,CAM,2022-09-01,S. Azmoun,Sardar Azmoun,Sardar Azmoun,Right,Medium/Low,Normal (185+),78,Oct,muscle injuries,midfielders
Yassin Ayoub,182573,22/23,Muscle injury,2022-11-06,2023-03-08,122,12,28,1994-03-06,129,Morocco,Excelsior,10,Eredivisie,67,1000000,3000,174,70,SUB,2022-09-01,Y. Ayoub,Yassin Ayoub,Yassin Ayoub,Left,Medium/Medium,Normal (170-185),69,Nov,muscle injuries,other
Yassin Ayoub,182573,22/23,Knee problems,2022-10-08,2022-10-26,18,4,28,1994-03-06,129,Morocco,Excelsior,10,Eredivisie,67,1000000,3000,174,70,SUB,2022-09-01,Y. Ayoub,Yassin Ayoub,Yassin Ayoub,Left,Medium/Medium,Normal (170-185),69,Oct,joint and ligament injuries,other
Clement Lenglet,182904,22/23,Adductor injury,2022-08-10,2022-08-18,8,1,27,1995-06-17,18,France,Tottenham Hotspur,13,Premier League,78,16000000,105000,186,81,SUB,2022-09-01,C. Lenglet,Clément Nicolas Laurent Lenglet,Clément Lenglet,Left,Medium/Medium,Unique,68,Aug,muscle injuries,other
Ramy Bensebaini,284732,22/23,Hip flexor problems,2023-05-28,2023-06-05,8,NA,27,1995-04-16,97,Algeria,Borussia Mönchengladbach,19,Bundesliga,78,15000000,28000,187,85,LB,2022-09-01,R. Bensebaini,Ramy Bensebaini,Ramy Bensebaini,Left,High/Medium,Normal (185+),70,May,muscle injuries,defenders
Ramy Bensebaini,284732,22/23,Hip injury,2023-04-24,2023-05-02,8,1,27,1995-04-16,97,Algeria,Borussia Mönchengladbach,19,Bundesliga,78,15000000,28000,187,85,LB,2022-09-01,R. Bensebaini,Ramy Bensebaini,Ramy Bensebaini,Left,High/Medium,Normal (185+),70,Apr,miscellaneous,defenders
Ramy Bensebaini,284732,22/23,Hamstring injury,2023-03-06,2023-03-13,7,1,27,1995-04-16,97,Algeria,Borussia Mönchengladbach,19,Bundesliga,78,15000000,28000,187,85,LB,2022-09-01,R. Bensebaini,Ramy Bensebaini,Ramy Bensebaini,Left,High/Medium,Normal (185+),70,Mar,muscle injuries,defenders
Ramy Bensebaini,284732,22/23,Ill,2023-02-10,2023-02-13,3,1,27,1995-04-16,97,Algeria,Borussia Mönchengladbach,19,Bundesliga,78,15000000,28000,187,85,LB,2022-09-01,R. Bensebaini,Ramy Bensebaini,Ramy Bensebaini,Left,High/Medium,Normal (185+),70,Feb,illnesses and infections,defenders
Ramy Bensebaini,284732,22/23,Corona virus,2022-11-13,2022-11-17,4,1,27,1995-04-16,97,Algeria,Borussia Mönchengladbach,19,Bundesliga,78,15000000,28000,187,85,LB,2022-09-01,R. Bensebaini,Ramy Bensebaini,Ramy Bensebaini,Left,High/Medium,Normal (185+),70,Nov,coronavirus,defenders
Ramy Bensebaini,284732,22/23,influenza,2022-08-22,2022-09-01,10,1,27,1995-04-16,97,Algeria,Borussia Mönchengladbach,19,Bundesliga,78,15000000,28000,187,85,LB,2022-09-01,R. Bensebaini,Ramy Bensebaini,Ramy Bensebaini,Left,High/Medium,Normal (185+),70,Aug,illnesses and infections,defenders
Ramy Bensebaini,284732,22/23,Corona virus,2022-07-07,2022-07-18,11,NA,27,1995-04-16,97,Algeria,Borussia Mönchengladbach,19,Bundesliga,78,15000000,28000,187,85,LB,2022-09-01,R. Bensebaini,Ramy Bensebaini,Ramy Bensebaini,Left,High/Medium,Normal (185+),70,Jul,coronavirus,defenders
Nathan Tella,340322,22/23,Muscle injury,2023-04-15,2023-05-01,16,5,22,1999-07-05,14,England,Southampton,13,Premier League,67,2300000,14000,173,70,RES,2022-09-01,N. Tella,Nathan Tella,Nathan Tella,Right,High/Low,Lean (170-185),82,Apr,muscle injuries,other
Oliver Skipp,406638,22/23,Foot injury,2022-07-18,2022-08-29,42,9,21,2000-09-16,14,England,Tottenham Hotspur,13,Premier League,77,20000000,49000,175,70,SUB,2022-09-01,O. Skipp,Oliver Skipp,Oliver Skipp,Right,Medium/High,Normal (170-185),65,Jul,miscellaneous,other
Luca Netz,524285,22/23,Thigh problems,2023-02-18,2023-02-23,5,1,19,2003-05-15,21,Germany,Borussia Mönchengladbach,19,Bundesliga,73,7000000,11000,184,83,SUB,2022-09-01,L. Netz,Luca Netz,Luca Netz,Left,Medium/Medium,Normal (170-185),76,Feb,miscellaneous,other
Luca Netz,524285,22/23,Corona virus,2022-07-05,2022-07-18,13,NA,19,2003-05-15,21,Germany,Borussia Mönchengladbach,19,Bundesliga,73,7000000,11000,184,83,SUB,2022-09-01,L. Netz,Luca Netz,Luca Netz,Left,Medium/Medium,Normal (170-185),76,Jul,coronavirus,other
Modibo Sagnan,524925,22/23,unknown injury,2023-02-06,2023-02-16,10,2,23,1999-04-14,18,France,FC Utrecht,10,Eredivisie,72,4900000,17000,187,77,LCB,2022-09-01,M. Sagnan,Modibo Sagnan,Modibo Sagnan,Left,High/Medium,Normal (185+),64,Feb,unknown injuries,defenders
Darwin Nunez,546543,22/23,Toe injury,2023-05-12,2023-05-29,17,3,23,1999-06-24,60,Uruguay,Liverpool,13,Premier League,82,61500000,120000,186,80,ST,2022-09-01,D. Núñez,Darwin Gabriel Núñez Ribeiro,Darwin Núñez,Right,High/High,Lean (185+),89,May,miscellaneous,forwards
Darwin Nunez,546543,22/23,Ankle injury,2023-03-16,2023-03-30,14,2,23,1999-06-24,60,Uruguay,Liverpool,13,Premier League,82,61500000,120000,186,80,ST,2022-09-01,D. Núñez,Darwin Gabriel Núñez Ribeiro,Darwin Núñez,Right,High/High,Lean (185+),89,Mar,joint and ligament injuries,forwards
Darwin Nunez,546543,22/23,Shoulder injury,2023-02-22,2023-02-27,5,1,23,1999-06-24,60,Uruguay,Liverpool,13,Premier League,82,61500000,120000,186,80,ST,2022-09-01,D. Núñez,Darwin Gabriel Núñez Ribeiro,Darwin Núñez,Right,High/High,Lean (185+),89,Feb,miscellaneous,forwards
Darwin Nunez,546543,22/23,Shoulder injury,2023-02-18,2023-02-20,2,1,23,1999-06-24,60,Uruguay,Liverpool,13,Premier League,82,61500000,120000,186,80,ST,2022-09-01,D. Núñez,Darwin Gabriel Núñez Ribeiro,Darwin Núñez,Right,High/High,Lean (185+),89,Feb,miscellaneous,forwards
Darwin Nunez,546543,22/23,horse kiss,2023-01-12,2023-01-19,7,2,23,1999-06-24,60,Uruguay,Liverpool,13,Premier League,82,61500000,120000,186,80,ST,2022-09-01,D. Núñez,Darwin Gabriel Núñez Ribeiro,Darwin Núñez,Right,High/High,Lean (185+),89,Jan,back injuries,forwards
Darwin Nunez,546543,22/23,muscular problems,2022-10-20,2022-10-24,4,1,23,1999-06-24,60,Uruguay,Liverpool,13,Premier League,82,61500000,120000,186,80,ST,2022-09-01,D. Núñez,Darwin Gabriel Núñez Ribeiro,Darwin Núñez,Right,High/High,Lean (185+),89,Oct,muscle injuries,forwards
Oscar Fraulo,610428,22/23,influenza,2023-01-27,2023-01-30,3,1,18,2003-12-06,13,Denmark,Borussia Mönchengladbach,19,Bundesliga,60,675000,1000,180,77,SUB,2022-09-01,O. Fraulo,Oscar Luigi Fraulo,Oscar Fraulo,Right,Medium/Medium,Normal (170-185),75,Jan,illnesses and infections,other
Omer Toprak,43512,22/23,Fitness,2023-06-05,2023-06-08,3,1,32,1989-07-21,48,Turkey,Antalyaspor,68,Super Lig,76,4900000,24000,186,83,RCB,2022-09-01,Ö. Toprak,Ömer Toprak,Ömer Toprak,Right,Medium/Medium,Normal (185+),68,Jun,rest and fitness,defenders
Omer Toprak,43512,22/23,unknown injury,2023-05-21,2023-06-05,15,4,32,1989-07-21,48,Turkey,Antalyaspor,68,Super Lig,76,4900000,24000,186,83,RCB,2022-09-01,Ö. Toprak,Ömer Toprak,Ömer Toprak,Right,Medium/Medium,Normal (185+),68,May,unknown injuries,defenders
Omer Toprak,43512,22/23,unknown injury,2022-10-21,2022-11-02,12,2,32,1989-07-21,48,Turkey,Antalyaspor,68,Super Lig,76,4900000,24000,186,83,RCB,2022-09-01,Ö. Toprak,Ömer Toprak,Ömer Toprak,Right,Medium/Medium,Normal (185+),68,Oct,unknown injuries,defenders
Omer Toprak,43512,22/23,unknown injury,2022-08-19,2022-09-19,31,5,32,1989-07-21,48,Turkey,Antalyaspor,68,Super Lig,76,4900000,24000,186,83,RCB,2022-09-01,Ö. Toprak,Ömer Toprak,Ömer Toprak,Right,Medium/Medium,Normal (185+),68,Aug,unknown injuries,defenders
Wout Brama,30003,22/23,Ankle surgery,2022-10-13,2023-03-26,164,20,35,1986-08-21,34,Netherlands,FC Twente,10,Eredivisie,69,400000,4000,176,77,SUB,2022-09-01,W. Brama,Wout Brama,Wout Brama,Right,Low/Medium,Normal (170-185),39,Oct,surgeries,other
Wout Brama,30003,22/23,Groin injury,2022-07-13,2022-08-23,41,5,35,1986-08-21,34,Netherlands,FC Twente,10,Eredivisie,69,400000,4000,176,77,SUB,2022-09-01,W. Brama,Wout Brama,Wout Brama,Right,Low/Medium,Normal (170-185),39,Jul,muscle injuries,other
Diego Demme,82070,22/23,Muscle fatigue,2023-03-17,2023-03-30,13,1,30,1991-11-21,21,Germany,Napoli,31,Serie A,77,9000000,44000,172,71,SUB,2022-09-01,D. Demme,Diego Demme,Diego Demme,Right,Medium/High,Normal (170-185),56,Mar,muscle injuries,other
Diego Demme,82070,22/23,Muscle fatigue,2022-12-20,2022-12-28,8,NA,30,1991-11-21,21,Germany,Napoli,31,Serie A,77,9000000,44000,172,71,SUB,2022-09-01,D. Demme,Diego Demme,Diego Demme,Right,Medium/High,Normal (170-185),56,Dec,muscle injuries,other
Diego Demme,82070,22/23,Muscle fatigue,2022-12-08,2022-12-12,4,NA,30,1991-11-21,21,Germany,Napoli,31,Serie A,77,9000000,44000,172,71,SUB,2022-09-01,D. Demme,Diego Demme,Diego Demme,Right,Medium/High,Normal (170-185),56,Dec,muscle injuries,other
Diego Demme,82070,22/23,Foot injury,2022-08-18,2022-09-22,35,8,30,1991-11-21,21,Germany,Napoli,31,Serie A,77,9000000,44000,172,71,SUB,2022-09-01,D. Demme,Diego Demme,Diego Demme,Right,Medium/High,Normal (170-185),56,Aug,miscellaneous,other
Phillipp Mwene,127573,22/23,unknown injury,2023-04-02,2023-04-20,18,3,28,1994-01-29,4,Austria,PSV,10,Eredivisie,74,3800000,15000,172,68,SUB,2022-09-01,P. Mwene,Phillipp Mwene,Phillipp Mwene,Right,High/Medium,Normal (170-185),79,Apr,unknown injuries,other
Phillipp Mwene,127573,22/23,concussion,2023-02-07,2023-02-15,8,2,28,1994-01-29,4,Austria,PSV,10,Eredivisie,74,3800000,15000,172,68,SUB,2022-09-01,P. Mwene,Phillipp Mwene,Phillipp Mwene,Right,High/Medium,Normal (170-185),79,Feb,head and neck injuries,other
Piotr Zielinski,181136,22/23,Calf problems,2022-10-05,2022-10-06,1,NA,28,1994-05-20,37,Poland,Napoli,31,Serie A,83,36500000,78000,180,75,LCM,2022-09-01,P. Zieliński,Piotr Sebastian Zieliński,Piotr Zieliński,Right,Medium/Medium,Lean (170-185),81,Oct,muscle injuries,midfielders
Virgil Misidjan,214346,22/23,Shin injury,2023-03-01,2023-03-15,14,2,28,1993-07-24,34,Netherlands,FC Twente,10,Eredivisie,69,1400000,8000,173,70,SUB,2022-09-01,V. Misidjan,Virgil Roy Misidjan,Virgil Misidjan,Right,Medium/Medium,Lean (170-185),87,Mar,miscellaneous,other
Donyell Malen,326029,22/23,Ankle problems,2023-03-02,2023-03-04,2,1,23,1999-01-19,34,Netherlands,Borussia Dortmund,19,Bundesliga,79,28000000,47000,178,77,LM,2022-09-01,D. Malen,Donyell Malen,Donyell Malen,Right,Medium/Medium,Normal (170-185),88,Mar,joint and ligament injuries,midfielders
Donyell Malen,326029,22/23,cold,2022-10-20,2022-10-24,4,1,23,1999-01-19,34,Netherlands,Borussia Dortmund,19,Bundesliga,79,28000000,47000,178,77,LM,2022-09-01,D. Malen,Donyell Malen,Donyell Malen,Right,Medium/Medium,Normal (170-185),88,Oct,illnesses and infections,midfielders
Donyell Malen,326029,22/23,Torn muscle fiber,2022-08-18,2022-09-12,25,5,23,1999-01-19,34,Netherlands,Borussia Dortmund,19,Bundesliga,79,28000000,47000,178,77,LM,2022-09-01,D. Malen,Donyell Malen,Donyell Malen,Right,Medium/Medium,Normal (170-185),88,Aug,muscle injuries,midfielders
