player_name,player_id,season,injury,from,until,days_missed,games_missed,age,dob,nationality_id,nationality_name,club_name,league_id,league_name,overall,value_eur,wage_eur,height_cm,weight_kg,club_position,fifa_update_date,short_name,long_name,combined_name,preferred_foot,work_rate,body_type,pace,month,injury_category,position_category,total_days_missed,injury_count
Aleksandar Kolarov,46156,21/22,Muscle injury,2021-11-26,2021-12-06,10,3,35,1985-11-10,51,Serbia,Inter,31,Serie A,78,4300000,55000,187,81,SUB,2021-08-16,A. Kolarov,Aleksandar Kolarov,Aleksandar Kolarov,Left,High/Medium,Normal (185+),63,Nov,muscle injuries,other,10,1
Aleksandar Pesic,73457,21/22,pinched nerve,2022-02-11,2022-03-09,26,5,29,1992-05-21,51,Serbia,Fatih Karagümrük S.K.,68,Super Lig,71,1900000,11000,190,87,ST,2021-09-23,A. Pešić,Aleksandar Pešić,Aleksandar Pešić,Right,High/Medium,Normal (185+),66,Feb,miscellaneous,forwards,54,3
Aleksander Buksa,553757,21/22,unknown injury,2022-02-12,2022-05-14,91,18,18,2003-01-15,37,Poland,Genoa,31,Serie A,61,825000,1000,188,73,RES,2021-09-23,A. Buksa,Aleksander Buksa,Aleksander Buksa,Left,Medium/Low,Lean (185+),72,Feb,unknown injuries,other,101,2
Aleksandr Golovin,263918,22/23,Fever,2023-04-22,2023-04-24,2,1,26,1996-05-30,40,Russia,Monaco,16,Ligue 1,79,20500000,55000,180,69,LM,2022-09-01,A. Golovin,Aleksandr Golovin,Aleksandr Golovin,Right,High/High,Lean (170-185),77,Apr,illnesses and infections,midfielders,96,8
Aleksandr Kokorin,89086,22/23,Corona virus,2022-07-08,2022-07-22,14,NA,31,1991-03-19,40,Russia,Fiorentina,31,Serie A,72,2000000,36000,184,83,RES,2022-09-01,A. Kokorin,Aleksandr Kokorin,Aleksandr Kokorin,Right,High/Medium,Normal (170-185),74,Jul,coronavirus,other,79,3
Aleksandr Maksimenko,351419,21/22,unknown injury,2022-01-20,2022-02-01,12,NA,23,1998-03-19,40,Russia,Spartak Moskva,67,Premier League,74,7000000,26000,187,82,GK,2021-08-16,A. Maksimenko,Aleksandr Maksimenko,Aleksandr Maksimenko,Left,Medium/Medium,Normal (185+),NA,Jan,unknown injuries,goalkeepers,12,1
Aleksandr Selikhov,265153,21/22,Back injury,2022-03-23,2022-04-18,26,3,27,1994-04-07,40,Russia,Spartak Moskva,67,Premier League,72,2100000,26000,190,85,SUB,2021-08-16,A. Selikhov,Aleksandr Selikhov,Aleksandr Selikhov,Right,Medium/Medium,Normal (185+),NA,Mar,back injuries,other,75,2
Aleksey Miranchuk,255450,22/23,Broken finger,2023-05-13,2023-05-20,7,1,26,1995-10-17,40,Russia,Atalanta,31,Serie A,78,16500000,48000,182,74,SUB,2022-09-01,A. Miranchuk,Aleksey Miranchuk,Aleksey Miranchuk,Left,High/Medium,Normal (170-185),75,May,bone injuries,other,112,6
Ales Mateju,242078,21/22,Corona virus,2022-02-11,2022-02-18,7,1,25,1996-06-03,12,Czech Republic,Venezia,31,Serie A,72,2700000,13000,185,84,RES,2022-02-18,A. Matějů,Aleš Matějů,Aleš Matějů,Right,Medium/Medium,Normal (185+),71,Feb,coronavirus,other,7,1
Alessandro Bastoni,315853,22/23,Fever,2023-06-14,2023-06-18,4,2,23,1999-04-13,27,Italy,Inter,31,Serie A,84,60500000,75000,190,75,LCB,2022-09-01,A. Bastoni,Alessandro Bastoni,Alessandro Bastoni,Left,Medium/High,Lean (185+),73,Jun,illnesses and infections,defenders,53,7
Alessandro Berardi,127217,21/22,Metacarpal fracture,2022-04-03,2022-05-13,40,6,30,1991-01-16,27,Italy,Hellas Verona,31,Serie A,62,275000,4000,185,78,RES,2021-08-16,A. Berardi,Alessandro Berardi,Alessandro Berardi,Right,Medium/Medium,Normal (185+),NA,Apr,bone injuries,other,56,2
Alessandro Bianco,602124,22/23,Nose injury,2023-03-16,2023-03-18,2,1,19,2002-10-01,27,Italy,Fiorentina,31,Serie A,58,450000,4000,173,63,RES,2022-09-26,A. Bianco,Alessandro Bianco,Alessandro Bianco,Right,Medium/Medium,Normal (170-185),58,Mar,head and neck injuries,other,2,1
Alessandro Bordin,315844,21/22,Muscle injury,2021-09-28,2022-01-31,125,2,22,1998-08-01,27,Italy,Spezia,31,Serie A,59,500000,2000,176,65,SUB,2021-08-16,A. Bordin,Alessandro Bordin,Alessandro Bordin,Right,Medium/Medium,Stocky (170-185),61,Sep,muscle injuries,other,145,2
Alessandro Buongiorno,386446,21/22,Calf muscle tear,2022-05-07,2022-05-19,12,2,22,1999-06-06,27,Italy,Torino,31,Serie A,65,1500000,8000,194,80,LCB,2021-08-16,A. Buongiorno,Alessandro Buongiorno,Alessandro Buongiorno,Left,Medium/Medium,Lean (185+),59,May,muscle injuries,defenders,12,1
Alessandro Cortinovis,421768,22/23,unknown injury,2022-10-15,2023-01-20,97,2,21,2001-01-25,27,Italy,Hellas Verona,31,Serie A,64,1400000,5000,180,78,SUB,2022-09-01,A. Cortinovis,Alessandro Cortinovis,Alessandro Cortinovis,Right,High/Medium,Lean (170-185),75,Oct,unknown injuries,other,97,1
Alessandro Deiola,235931,21/22,Corona virus,2022-01-19,2022-01-25,6,2,25,1995-08-01,27,Italy,Cagliari,31,Serie A,64,725000,7000,189,85,SUB,2021-08-16,A. Deiola,Alessandro Deiola,Alessandro Deiola,Right,Medium/Medium,Lean (185+),59,Jan,coronavirus,other,6,1
Alessandro Florenzi,130365,22/23,unknown injury,2023-05-18,2023-05-26,8,1,31,1991-03-11,27,Italy,Milan,31,Serie A,79,12500000,60000,173,67,SUB,2022-09-01,A. Florenzi,Alessandro Florenzi,Alessandro Florenzi,Right,High/Medium,Unique,76,May,unknown injuries,other,306,9
Alessandro Fontanarosa,616162,22/23,unknown injury,2023-03-31,2023-04-28,28,8,19,2003-01-07,27,Italy,Inter,31,Serie A,67,2500000,8000,185,71,RES,2022-09-26,A. Fontanarosa,Alessandro Fontanarosa,Alessandro Fontanarosa,Left,Medium/High,Normal (185+),75,Mar,unknown injuries,other,28,1
Alessandro Plizzari,357991,21/22,Knee surgery,2021-09-22,2022-01-14,114,27,21,2000-03-11,27,Italy,Milan,31,Serie A,66,1800000,5000,187,73,SUB,2021-08-16,A. Plizzari,Alessandro Plizzari,Alessandro Plizzari,Right,Medium/Medium,Lean (185+),NA,Sep,surgeries,other,126,2
Alessandro Rossi,339782,22/23,Muscle injury,2022-09-15,2022-10-06,21,4,25,1997-01-03,27,Italy,Lazio,31,Serie A,64,775000,10000,183,78,RES,2022-09-01,A. Rossi,Alessandro Rossi,Alessandro Rossi,Right,High/Low,Normal (170-185),64,Sep,muscle injuries,other,21,1
Alessandro Russo,708084,22/23,Outer ligament problems,2023-03-14,2023-04-24,41,5,21,2001-03-31,27,Italy,Sassuolo,31,Serie A,64,1100000,3000,193,78,RES,2022-09-01,A. Russo,Alessandro Russo,Alessandro Russo,Right,Medium/Medium,Normal (185+),NA,Mar,joint and ligament injuries,other,62,3
Alessandro Schopf,118397,21/22,cold,2021-09-29,2021-10-01,2,NA,27,1994-02-07,4,Austria,DSC Arminia Bielefeld,19,Bundesliga,71,2100000,15000,178,74,LCM,2021-08-16,A. Schöpf,Alessandro André Schöpf,Alessandro Schöpf,Right,High/High,Lean (170-185),70,Sep,illnesses and infections,midfielders,2,1
Alessandro Sorrentino,542588,22/23,unknown injury,2022-09-04,2022-09-12,8,2,20,2002-04-03,27,Italy,Monza,31,Serie A,63,1000000,4000,190,80,RES,2022-09-26,A. Sorrentino,Alessandro Sorrentino,Alessandro Sorrentino,Right,Medium/Medium,Lean (185+),NA,Sep,unknown injuries,other,8,1
Alessandro Tuia,73943,22/23,unknown injury,2023-03-05,2023-03-12,7,2,32,1990-06-08,27,Italy,Lecce,31,Serie A,68,775000,6000,184,74,LCB,2022-09-01,A. Tuia,Alessandro Tuia,Alessandro Tuia,Right,Low/High,Lean (170-185),56,Mar,unknown injuries,defenders,29,3
Alessandro Zanoli,397225,22/23,unknown injury,2023-06-09,2023-06-30,21,NA,21,2000-10-03,27,Italy,Napoli,31,Serie A,69,3000000,14000,188,76,RES,2022-09-01,A. Zanoli,Alessandro Zanoli,Alessandro Zanoli,Right,Medium/Medium,Normal (185+),69,Jun,unknown injuries,other,45,2
Alessio Cragno,12907,21/22,Muscle fatigue,2022-01-27,2022-02-04,8,NA,27,1994-06-28,27,Italy,Cagliari,31,Serie A,81,27000000,32000,184,78,GK,2021-08-16,A. Cragno,Alessio Cragno,Alessio Cragno,Right,Medium/Medium,Lean (170-185),NA,Jan,muscle injuries,goalkeepers,30,3
Alessio Romagnoli,197747,22/23,Hamstring muscle injury,2023-02-11,2023-02-28,17,5,27,1995-01-12,27,Italy,Lazio,31,Serie A,80,19500000,51000,185,75,LCB,2022-09-01,A. Romagnoli,Alessio Romagnoli,Alessio Romagnoli,Left,Medium/Medium,Unique,66,Feb,muscle injuries,defenders,67,5
Alex Bangura,435821,22/23,unknown injury,2023-02-22,2023-02-28,6,1,22,1999-07-13,138,Sierra Leone,SC Cambuur,10,Eredivisie,69,2700000,4000,183,68,LB,2022-09-01,A. Bangura,Alex Bangura,Alex Bangura,Left,High/High,Normal (170-185),94,Feb,unknown injuries,defenders,76,2
Alex Cordaz,16633,22/23,flu,2023-04-06,2023-04-10,4,1,39,1983-01-01,27,Italy,Inter,31,Serie A,72,250000,16000,188,83,SUB,2022-09-01,A. Cordaz,Alex Cordaz,Alex Cordaz,Right,Medium/Medium,Normal (185+),NA,Apr,illnesses and infections,other,41,3
Alex Ferrari,197491,22/23,unknown injury,2023-06-02,2023-06-05,3,2,28,1994-07-01,27,Italy,Sampdoria,31,Serie A,72,2200000,14000,191,80,RCB,2022-09-01,A. Ferrari,Alex Ferrari,Alex Ferrari,Right,Low/High,Lean (185+),63,Jun,unknown injuries,defenders,16,3
Alex Iwobi,242631,21/22,Calf injury,2021-10-01,2021-10-13,12,3,25,1996-05-03,133,Nigeria,Everton,13,Premier League,77,13000000,68000,185,75,SUB,2021-08-16,A. Iwobi,Alex Iwobi,Alex Iwobi,Right,High/Medium,Normal (185+),77,Oct,muscle injuries,other,12,1
Alex Kral,337333,22/23,Herniated disc,2023-01-09,2023-01-28,19,2,24,1998-05-19,12,Czech Republic,Schalke 04,19,Bundesliga,75,8000000,18000,186,76,CDM,2022-09-01,A. Král,Alex Král,Alex Král,Right,High/Medium,Lean (185+),71,Jan,back injuries,midfielders,19,1
Alex Lowry,633753,22/23,Knee injury,2022-08-24,2022-10-17,54,12,19,2003-06-23,42,Scotland,Rangers,50,Premiership,61,850000,5000,181,72,SUB,2022-10-28,A. Lowry,Alex Lowry,Alex Lowry,Right,High/Low,Lean (170-185),64,Aug,joint and ligament injuries,other,54,1
Alex McCarthy,95976,21/22,Hamstring injury,2021-12-06,2022-05-06,151,24,31,1989-12-03,14,England,Southampton,13,Premier League,75,3000000,34000,193,79,SUB,2021-08-16,A. McCarthy,Alex McCarthy,Alex McCarthy,Right,Medium/Medium,Lean (185+),NA,Dec,muscle injuries,other,151,1
Alex Meret,240414,22/23,Wrist injury,2023-03-11,2023-03-14,3,1,25,1997-03-22,27,Italy,Napoli,31,Serie A,78,14500000,36000,190,83,GK,2022-09-01,A. Meret,Alex Meret,Alex Meret,Left,Medium/Medium,Lean (185+),NA,Mar,miscellaneous,goalkeepers,55,4
Alex Mortensen,847022,21/22,Knee surgery,2022-05-20,NA,647,46,18,2002-07-13,46,Sweden,FC Groningen,10,Eredivisie,52,190000,500,182,75,RES,2021-08-16,A. Mortensen,Alex Jens Kenneth Mortensen,Alex Mortensen,Right,Medium/Medium,Normal (170-185),73,May,surgeries,other,647,1
Alex Oxlade-Chamberlain,143424,22/23,Hamstring injury,2022-07-16,2022-10-17,93,14,28,1993-08-15,14,England,Liverpool,13,Premier League,77,10500000,90000,175,70,SUB,2022-09-01,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,Right,High/High,Normal (170-185),80,Jul,muscle injuries,other,93,1
Alex Sandro,79960,22/23,Muscle fatigue,2023-04-12,2023-04-17,5,2,31,1991-01-26,54,Brazil,Juventus,31,Serie A,80,15500000,95000,180,80,LB,2022-09-01,NA,Alex Sandro Lobo Silva,Alex NA,Left,High/Medium,Unique,76,Apr,muscle injuries,defenders,85,8
Alex Teixeira,66515,21/22,Corona virus,2022-01-07,2022-01-15,8,2,31,1990-01-06,54,Brazil,Beşiktaş,68,Super Lig,77,9000000,46000,174,72,SUB,2021-08-16,NA,Alex Teixeira dos Santos,Alex NA,Right,High/Low,Normal (170-185),83,Jan,coronavirus,other,77,5
Alex Telles,255755,22/23,Knee injury,2022-12-03,2023-02-13,72,13,29,1992-12-15,54,Brazil,Sevilla,53,La Liga,80,18500000,110000,181,71,SUB,2022-09-01,NA,Alex Nicolao Telles,Alex NA,Left,High/Low,Unique,79,Dec,joint and ligament injuries,other,137,3
Alex Timossi Andersson,454628,22/23,unknown injury,2022-09-14,2022-09-25,11,1,21,2001-01-19,46,Sweden,SC Heerenveen,10,Eredivisie,67,2300000,2000,170,65,SUB,2022-09-01,A. Timossi Andersson,Alex Emilio Timossi Andersson,Alex Timossi Andersson,Right,Medium/Medium,Lean (170-),84,Sep,unknown injuries,other,35,3
Alexander Buttner,38003,21/22,Ill,2022-03-04,2022-03-15,11,2,32,1989-02-11,34,Netherlands,RKC Waalwijk,10,Eredivisie,69,975000,4000,174,75,LCM,2021-08-16,A. Büttner,Alexander Büttner,Alexander Büttner,Left,High/Medium,Normal (170-185),70,Mar,illnesses and infections,midfielders,23,2
Alexander Djiku,250844,22/23,Muscle injury,2023-03-01,2023-03-08,7,1,27,1994-08-09,117,Ghana,Strasbourg,16,Ligue 1,77,11000000,25000,182,81,CB,2022-09-01,A. Djiku,Alexander Djiku,Alexander Djiku,Right,Low/High,Normal (170-185),69,Mar,muscle injuries,defenders,15,2
Alexander Fuchs,278323,21/22,Hip injury,2022-04-01,2022-11-01,214,17,24,1997-01-05,21,Germany,SK Austria Klagenfurt,80,Bundesliga,65,1000000,2000,184,76,SUB,2021-10-28,A. Fuchs,Alexander Fuchs,Alexander Fuchs,Right,High/High,Lean (170-185),60,Apr,miscellaneous,other,242,3
Alexander Hack,126281,21/22,Corona virus,2021-09-24,2021-10-12,18,2,27,1993-09-08,21,Germany,FSV Mainz 05,19,Bundesliga,71,1900000,14000,193,88,SUB,2021-08-16,A. Hack,Alexander Hack,Alexander Hack,Left,Medium/Medium,Normal (185+),62,Sep,coronavirus,other,18,1
Alexander Isak,349066,22/23,Thigh problems,2022-09-20,2023-01-04,106,16,22,1999-09-21,46,Sweden,Real Sociedad,53,La Liga,80,33000000,37000,192,77,ST,2022-09-01,A. Isak,Alexander Isak,Alexander Isak,Right,High/Low,Unique,83,Sep,miscellaneous,forwards,132,3
Alexander Merkel,86926,22/23,Torn lateral knee ligament,2014-12-01,2014-06-02,182,NA,30,1992-02-22,165,Kazakhstan,Gaziantep F.K.,68,Super Lig,68,1000000,7000,179,72,SUB,2022-09-01,A. Merkel,Alexander Merkel,Alexander Merkel,Right,Medium/High,Normal (170-185),65,Dec,joint and ligament injuries,other,235,4
Alexander Nubel,195778,21/22,Head injury,2022-01-27,2022-02-01,5,1,24,1996-09-30,21,Germany,Monaco,16,Ligue 1,75,7000000,34000,193,88,GK,2021-08-16,A. Nübel,Alexander Nübel,Alexander Nübel,Right,Medium/Medium,Normal (185+),NA,Jan,head and neck injuries,goalkeepers,9,2
Alexander Schmidt,307939,21/22,unknown injury,2022-04-15,2022-05-06,21,3,23,1998-01-19,4,Austria,LASK Linz,80,Bundesliga,68,1900000,10000,193,88,ST,2021-08-16,A. Schmidt,Alexander Schmidt,Alexander Schmidt,Right,Medium/Medium,Normal (185+),54,Apr,unknown injuries,forwards,102,5
Alexander Schwolow,93763,21/22,Muscle injury,2022-04-04,2022-06-30,87,8,29,1992-06-02,21,Germany,Hertha BSC,19,Bundesliga,77,8500000,34000,190,84,GK,2021-08-16,A. Schwolow,Alexander Schwolow,Alexander Schwolow,Right,Medium/Medium,Normal (185+),NA,Apr,muscle injuries,goalkeepers,101,2
Alexander Sorloth,238407,22/23,Ill,2022-11-14,2022-11-18,4,2,26,1995-12-05,36,Norway,RB Leipzig,19,Bundesliga,76,9500000,48000,194,90,SUB,2022-09-01,A. Sørloth,Alexander Sørloth,Alexander Sørloth,Left,High/Medium,Normal (185+),81,Nov,illnesses and infections,other,58,6
Alexandre Lacazette,93720,21/22,Corona virus,2022-04-14,2022-04-19,5,1,30,1991-05-28,18,France,Arsenal,13,Premier League,82,30000000,110000,176,77,ST,2021-08-16,A. Lacazette,Alexandre Lacazette,Alexandre Lacazette,Right,High/High,Unique,75,Apr,coronavirus,forwards,28,2
Alexandre Letellier,93730,21/22,Corona virus,2022-02-08,2022-02-14,6,1,30,1990-12-11,18,France,Paris Saint Germain,16,Ligue 1,69,1000000,21000,193,93,RES,2021-08-16,A. Letellier,Alexandre Letellier,Alexandre Letellier,Right,Medium/Medium,Normal (185+),NA,Feb,coronavirus,other,29,2
Alexandru Cicaldau,295810,21/22,Corona virus,2021-12-02,2021-12-12,10,2,23,1997-07-08,39,Romania,Galatasaray,68,Super Lig,73,4800000,35000,178,76,RES,2021-08-16,A. Cicâldău,Alexandru Cicâldău,Alexandru Cicâldău,Right,High/Medium,Normal (170-185),67,Dec,coronavirus,other,14,2
Alexandru Epureanu,45340,22/23,Cut,2023-06-06,2023-06-08,2,1,35,1986-09-27,33,Moldova,İstanbul Başakşehir,68,Super Lig,71,500000,14000,189,80,SUB,2022-09-01,A. Epureanu,Alexandru Epureanu,Alexandru Epureanu,Left,Low/Medium,Normal (185+),32,Jun,miscellaneous,other,16,2
Alexandru Maxim,129513,22/23,unknown injury,2023-05-28,2023-06-06,9,1,31,1990-07-08,39,Romania,Gaziantep F.K.,68,Super Lig,75,4700000,18000,177,73,CAM,2022-09-01,A. Maxim,Alexandru Iulian Maxim,Alexandru Maxim,Right,High/Medium,Normal (170-185),69,May,unknown injuries,midfielders,71,3
Alexis Blin,236041,22/23,unknown injury,2023-02-04,2023-02-09,5,1,25,1996-09-16,18,France,Lecce,31,Serie A,71,2400000,10000,184,78,SUB,2022-09-01,A. Blin,Alexis Blin,Alexis Blin,Right,Low/High,Lean (170-185),38,Feb,unknown injuries,other,5,1
Alexis Claude-Maurice,384593,22/23,Meniscus injury,2023-02-03,2023-03-06,31,7,24,1998-06-06,18,France,Nice,16,Ligue 1,74,6500000,29000,175,64,SUB,2022-09-01,A. Claude-Maurice,Alexis Claude-Maurice,Alexis Claude-Maurice,Right,Medium/Low,Lean (170-185),80,Feb,joint and ligament injuries,other,92,2
Alexis Perez,313359,22/23,Fitness,2023-05-21,2023-06-08,18,5,28,1994-03-25,56,Colombia,Giresunspor,68,Super Lig,72,2400000,11000,181,73,LCB,2022-09-01,A. Pérez,Alexis Rafael Pérez Fontanilla,Alexis Pérez,Left,Medium/Medium,Stocky (170-185),68,May,rest and fitness,defenders,59,3
Alexis Saelemaekers,381950,22/23,Inner knee ligament tear,2022-09-29,2022-12-12,74,16,23,1999-06-27,7,Belgium,Milan,31,Serie A,78,20000000,57000,180,72,RW,2022-09-01,A. Saelemaekers,Alexis Jesse Saelemaekers,Alexis Saelemaekers,Right,High/High,Lean (170-185),81,Sep,muscle injuries,forwards,74,1
Alexis Sanchez,40433,21/22,muscular problems,2021-11-17,2021-11-30,13,3,32,1988-12-19,55,Chile,Inter,31,Serie A,80,17000000,105000,168,62,SUB,2021-08-16,A. Sánchez,Alexis Alejandro Sánchez Sánchez,Alexis Sánchez,Right,High/High,Unique,78,Nov,muscle injuries,other,53,2
Alexis Trouillet,482769,22/23,Cruciate ligament tear,2022-10-16,2023-04-17,183,27,21,2000-12-23,18,France,Nice,16,Ligue 1,70,3600000,15000,175,65,SUB,2022-09-01,A. Trouillet,Alexis Trouillet,Alexis Trouillet,Left,Medium/Medium,Lean (170-185),63,Oct,joint and ligament injuries,other,183,1
Alfie Devine,728734,22/23,Hamstring injury,2022-08-11,2022-09-25,45,11,17,2004-08-01,14,England,Tottenham Hotspur,13,Premier League,60,775000,1000,180,70,RES,2022-09-01,A. Devine,Alfie Devine,Alfie Devine,Right,High/Medium,Lean (170-185),64,Aug,muscle injuries,other,45,1
Alfred Finnbogason,90024,21/22,Adductor injury,2022-02-25,2022-04-01,35,5,32,1989-02-01,24,Iceland,FC Augsburg,19,Bundesliga,73,2500000,22000,184,80,SUB,2021-08-16,A. Finnbogason,Alfreð Finnbogason,Alfreð Finnbogason,Right,Medium/Medium,Normal (170-185),55,Feb,muscle injuries,other,135,4
Alfred Gomis,163568,21/22,Broken finger,2022-03-14,2022-05-09,56,10,27,1993-09-05,136,Senegal,Rennes,16,Ligue 1,76,7000000,30000,196,80,GK,2021-08-16,A. Gomis,Alfred Benjamin Gomis,Alfred Gomis,Right,Medium/Medium,Lean (185+),NA,Mar,bone injuries,goalkeepers,71,3
Alfredo Morelos,338962,21/22,Thigh problems,2022-03-28,2022-06-20,84,22,25,1996-06-21,56,Colombia,Rangers,50,Premiership,76,11000000,51000,177,79,SUB,2021-08-16,A. Morelos,Alfredo José Morelos Aviléz,Alfredo Morelos,Right,High/Medium,Stocky (170-185),78,Mar,miscellaneous,other,84,1
Ali Karimi,269393,22/23,Hamstring strain,2023-06-02,2023-06-07,5,2,28,1994-02-11,161,Iran,Kayserispor,68,Super Lig,64,600000,5000,185,79,LDM,2022-09-01,A. Karimi,Ali Karimi,Ali Karimi,Right,High/Medium,Lean (185+),59,Jun,muscle injuries,midfielders,260,4
Alidu Seidu,798404,22/23,Knee surgery,2023-02-07,2023-03-24,45,7,22,2000-06-04,117,Ghana,Clermont,16,Ligue 1,68,1800000,6000,173,68,SUB,2022-09-01,A. Seidu,Alidu Seidu,Alidu Seidu,Right,Medium/Medium,Normal (170-185),61,Feb,surgeries,other,45,1
Alireza Jahanbakhsh,213268,22/23,Groin injury,2023-04-09,2023-04-12,3,1,28,1993-08-11,161,Iran,Feyenoord,10,Eredivisie,72,2400000,10000,180,78,SUB,2022-09-01,A. Jahanbakhsh,Alireza Jahanbakhsh,Alireza Jahanbakhsh,Right,Medium/Medium,Normal (170-185),77,Apr,muscle injuries,other,49,8
Alisson,105470,21/22,Corona virus,2022-01-01,2022-01-08,7,1,28,1992-10-02,54,Brazil,Liverpool,13,Premier League,89,82000000,190000,191,91,GK,2021-08-16,NA,Alisson Ramsés Becker,Alisson NA,Right,Medium/Medium,Unique,NA,Jan,coronavirus,goalkeepers,7,1
Alistair Johnston,637446,22/23,Ankle injury,2023-04-30,2023-07-12,73,14,23,1998-10-08,70,Canada,Celtic,50,Premiership,71,2600000,27000,180,77,SUB,2023-01-13,A. Johnston,Alistair Johnston,Alistair Johnston,Right,Medium/Medium,Lean (170-185),80,Apr,joint and ligament injuries,other,73,1
Allahyar Sayyadmanesh,480975,21/22,unknown injury,2022-02-12,2022-03-02,18,5,20,2001-06-29,161,Iran,Fenerbahçe SK,68,Super Lig,68,2700000,14000,182,74,RES,2022-01-13,A. Sayyadmanesh,Allahyar Sayyadmanesh,Allahyar Sayyadmanesh,Right,High/Medium,Normal (170-185),84,Feb,unknown injuries,other,18,1
Allan McGregor,9422,22/23,unknown injury,2022-12-23,2022-12-26,3,1,40,1982-01-31,42,Scotland,Rangers,50,Premiership,74,475000,19000,183,74,GK,2022-09-01,A. McGregor,Allan James McGregor,Allan McGregor,Right,Medium/Medium,Normal (170-185),NA,Dec,unknown injuries,goalkeepers,18,2
Allan Saint-Maximin,272642,22/23,Hamstring injury,2023-04-06,2023-05-05,29,5,25,1997-03-12,18,France,Newcastle United,13,Premier League,81,32500000,95000,173,67,LW,2022-09-01,A. Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,Right,High/Low,Stocky (170-185),90,Apr,muscle injuries,forwards,112,7
Almamy Toure,216181,22/23,Fitness,2023-04-12,2023-04-19,7,1,26,1996-04-28,126,Mali,Eintracht Frankfurt,19,Bundesliga,74,4600000,22000,183,81,RCB,2022-09-01,A. Touré,Almamy Touré,Almamy Touré,Right,Medium/Medium,Normal (170-185),80,Apr,rest and fitness,defenders,161,6
Alparslan Erdem,42050,21/22,Fitness,2021-09-09,2021-10-02,23,5,32,1988-11-12,48,Turkey,Fatih Karagümrük S.K.,68,Super Lig,67,700000,5000,174,66,SUB,2021-08-16,A. Erdem,Alparslan Erdem,Alparslan Erdem,Left,Medium/Low,Lean (170-185),65,Sep,rest and fitness,other,23,1
Alpaslan Ozturk,138736,21/22,unknown injury,2022-05-11,2022-05-21,10,2,27,1993-07-16,48,Turkey,Galatasaray,68,Super Lig,71,1900000,29000,186,89,RES,2021-08-16,A. Öztürk,Alpaslan Öztürk,Alpaslan Öztürk,Right,Medium/Medium,Normal (185+),57,May,unknown injuries,other,29,3
Alper Potuk,99186,21/22,unknown injury,2022-04-22,2022-05-21,29,5,30,1991-04-08,48,Turkey,Rizespor,68,Super Lig,70,1500000,9000,177,67,LM,2021-08-16,A. Potuk,Alper Potuk,Alper Potuk,Right,Medium/Low,Lean (170-185),75,Apr,unknown injuries,midfielders,39,2
Alper Uludag,55524,21/22,pneumonia,2022-01-08,2022-01-11,3,1,30,1990-12-11,48,Turkey,Konyaspor,68,Super Lig,67,875000,6000,180,77,SUB,2021-08-16,A. Uludağ,Alper Uludağ,Alper Uludağ,Left,High/High,Normal (170-185),71,Jan,illnesses and infections,other,3,1
Alpha Sissoko,594992,21/22,Corona virus,2022-01-13,2022-01-20,7,1,24,1997-03-07,18,France,Saint-Étienne,16,Ligue 1,68,1800000,10000,178,68,RES,2021-08-16,A. Sissoko,Alpha Sissoko,Alpha Sissoko,Right,Medium/Medium,Lean (170-185),76,Jan,coronavirus,other,7,1
